,Organization (as author),Place created,Identifier,Author,Title,Year,Abstract,Keywords,XML file
1221,University of Washington,Friday Harbor Laboratories,45653,"Wood, Leland",Where should I settle? An investigation into the larval settlement patterns of Mesocentrotus franciscanus,2019.0,"The red sea urchin, Mesocentrotus franciscanus, is an ecologically and economically important species. Although there has been extensive work on the life of the adults, little work has been done on the larval stage of its life history, namely the settlement cues of competent larvae. This study tested 6 treatments, with 24 hour exposure, to test which factor induced the most efficient larval settlement. At the conclusion of this study, Calliarthron tuberculosum, showed significantly higher settlement results for larvae, with an average of 12 ± 0.632 out of 15. Biofilms from purple urchins and urchin free environments also seemed to have an effect on settlement, but this was not as significant of a difference as the coralline algae. Red urchin biofilm, kelp detritus, and sea water did not have a significant effect on the settlement of the larvae.",,fhl_2019_Wood_45653.tei.xml
1222,University of Washington,Friday Harbor Laboratories,46294,"Chamorro, Jannine; Alidoostsalimi, Mahsa",Investigating how differences in field acclimation during early development affect thermal tolerance of free-swimming larvae in Melanochlamys diomedea,2019.0,"Marine invertebrates exhibit complex life cycles comprised of various stages, each of which face varying abiotic and biotic challenges. Understanding how environmental stressors affect species during developmental stages is important, as conditions experienced early in their life history can influence stages later on in life. For our project we examined whether differences in field environmental conditions during early development influence thermal tolerance at the larval stage of the cephalaspidean snail, Melanochlamys diomedea. Our results indicate that larvae which developed in the upper intertidal zone did not differ with regard to thermal tolerance from those which developed in lower zone. This study suggests that the thermal differences of the developmental environment do not impact the early free-swimming larval stage of M. diomedea.",,fhl_2019_Chamorro_46294.tei.xml
1223,University of Washington,Friday Harbor Laboratories,46661,"Chamorro, Jannine; Waite, Heidi; Alidoostsalimi, Mahsa","Regeneration in worm larvae, Family Spionidae",2019.0,"Metazoan lineages exhibit a wide range of regenerative capabilities in their adult forms, however, less is known about larval regeneration. Our study evaluated whether larvae of Spionid worms were capable of regeneration. We chose Spionids due to their abundance in the near-shore waters of Friday Harbor Laboratories (WA) and because information is available on their regenerative abilities as adults. We sought to answer the following questions: (1) do larvae survive after bisection? (2) do larvae exhibit wound healing and regeneration of the lost tissues at cut regions of the anterior and posterior body segments? To do this, we collected 78 larval Spionid worms, photographed each one and grouped them into tentative larval stage and species groups. We then bisected and monitored worms for survival and signs of regeneration. Overall, anterior body parts had higher survival than posterior body parts and regeneration was observed in both worm sections. However, we were unable to detect patterns in regeneration due to uneven sampling size per group. In order to better understand the difference between groups, surviving larvae will be barcoded to determine actual species. Future experiments should be extended to observe until complete regeneration occurs. Studies in regeneration, such as this one, are important as it can reveal evolutionary relationships among polychaetes, further our understanding of developmental processes in marine worm larvae, and understand survival under sublethal predation.",,fhl_2019_Chamorro_46661.tei.xml
1224,University of Washington,Friday Harbor Laboratories,46662,"Fagerström, Vilhelm; Dykman, Lauren; Bates, Eileen","Effects of hypoxic layers on the swimming behavior of Lacuna vincta larvae from Friday Harbor, WA, USA",2019.0,"Hypoxia has the potential to influence marine organism function at many stages in the life cycle. Most studies on benthic invertebrates have focused on adult animals, but it is important to consider impacts on larvae, as they will have consequences for survival and recruitment of benthic populations. We sought to determine whether hypoxia alters the swimming behavior of Lacuna vincta larvae, and whether larvae are able to recognize and avoid hypoxic layers. We used video recording to compare larval behavior in stratified water columns with an upper layer with normoxic oxygen levels (~85% saturation, ~7.5 mg/L) and a lower layer with hypoxic oxygen levels (~13% saturation, ~1 mg/L), to behavior in similarly stratified columns where both upper and lower layers were normoxic (~85% saturation, ~7.5 mg/L). The vast majority of L. vincta larvae recorded in the videos were concentrated at the surface in our experiments. Trends among the small fraction of larvae not clustered at the top 20 mm of the columns showed: (1) slower swimming speed along the path of travel in the hypoxic lower layer than the control lower layer, (2) slower downward velocity in the hypoxic columns than the control columns, (3) faster upward velocity in the hypoxic columns than the control columns, (4) the presence of larvae on the very bottom of the control columns versus a near absence of larvae at the bottom of the hypoxic treatment columns, and (5) a slightly higher fraction of time spent in the lower layer in the control columns. The small magnitudes of these differences may be due to the small number of larvae that traveled down below the surface in the columns in all treatments, or may indicate a relatively low sensitivity to hypoxia in this species. As global climate change continues and coastal hypoxia increases in frequency and severity, it is crucial to improve our understanding of the impacts of hypoxia across ontogenetic stages of marine invertebrates, so as to understand the implications for survival, recruitment, and population resilience. Results of this study demonstrate that upswimming tendencies may reduce encounters of L.vincta larvae with hypoxia, that larvae alter swimming behaviors in response to hypoxia, and that the observed behavioral changes appear generally consistent with a weak ability to escape or avoid hypoxia layers.",,fhl_2019_Fagerström_46662.tei.xml
1225,University of Washington,Friday Harbor Laboratories,46663,"Fagerström, Vilhelm; Dykman, Lauren; Bates, Eileen","Effect of habitat cues on the swimming behavior of pre-competent Lacuna vincta larvae from Friday Harbor, WA, USA",2019.0,"Swimming behavior in planktonic larvae has been suggested to affect their dispersal and recruitment. Behavioral regulation of vertical distribution can affect the extent to which larvae may accumulate in or escape from vertically sheared flows or fronts. Competent larvae of many invertebrate species are known to respond to various settlement cues in the environment by regulating their behavior in order to facilitate settling in suitable habitats. The behavioral responses of pre-competent larvae to cues from the adult habitat could have implications for retention, however such responses have not been investigated. In this project we have studied the swimming behavior in pre-competent larvae from the gastropod Lacuna vincta in the laboratory with the objective of determining whether behavioral changes in response to potential settlement cues are present in larvae at that earlier developmental stage. Potential settlement cues included in this study are eelgrass (Zostera marina), the kelp Agarum fimbriatum, and adult L. vincta, in addition to a control of filtered seawater. Pre-competent L.vincta larvae were recorded swimming in water columns containing water in which these various cues had been soaked, and their behaviors were compared across treatments. Videos were analyzed for mean upward swimming speed, mean swimming speed along the path of travel, mean oscillatory speed, and mean axial speed for each treatment. For all metrics, there were no significant differences between all four treatments and the control. The sample size of larvae was consistently low in the kelp cue as larvae remained on the bottom of the column, possibly due to high viscosity of that cue water. Our results indicated no response to adult habitat cues when larvae are pre-competent.",,fhl_2019_Fagerström_46663.tei.xml
1226,University of Washington,Friday Harbor Laboratories,46664,"González-Suárez, Daniel",Selection of vertical zones in low oxygen water columns by larval Dendraster excentricus,2019.0,"Decrease in dissolved oxygen levels is becoming more frequent in coastal marine environments. Causes may be of natural or anthropogenic origin, but human activities are having an impact on natural drivers. As organisms face many stressors in their environment, the need to understand how they respond to these increases. Most organisms have been studied at their adult life stage, while the embryo and larval stages are not considered. This study investigates the effect on marine invertebrate larvae of short-term exposure to hypoxia on selection of position in water column. It tests the hypothesis that larvae under oxygen-stress conditions will stay at the upper surfaces, where hypoxia is less likely to occur. An experimental setup was designed in which larvae could be placed in three columns, each filled with water a containing a different level of dissolved oxygen (DO) (three levels: 15 ± 1.71%, 36.7 ± 2.2% and 93.6 ± 0.97% DO). Larvae were then allowed to swim for 10 minutes, and their vertical positions in the experimental water columns were quantified. Three replicate swimming trials were conductued. . Larvae responded by choosing more the lower zones in hypoxic columns, while selection of upper zones was the most common in all treatments.",,fhl_2019_González-Suárez_46664.tei.xml
1227,University of Washington,Friday Harbor Laboratories,46665,"Leventhal, Sarah; Benko, Raven",Sources of variation in the response of embryonic Membranipora sp. to prolonged UVA radiation exposure,2019.0,"Phenotypic plasticity in larval organisms plays a large role in individual survival and populationwide recruitment. Intrapopulation variation that occur at the adult stage in response to different habitats and adaptive mechanisms are often passed on to progeny. In this study, we looked at the response of embryos of Membranipora sp. to prolonged UVA radiation exposure. We compared embryos of eggs from colonies collected in different light environments as a means of assessing embryonic variability in response to environmental stress. Colonies of Membranipora sp. were collected from two depths (0-0.5m and 1.8-2m) off of the dock at Friday Harbor Laboratories on San Juan Islands, Washington. Stimulation of zygote release was achieved using Ethylenediaminetetraacetic acid (EDTA) at 0.1μM concentrations, and embryos were irradiated with UVA light from a lamp continuously for 61 hours. We measured rate of development by counting hatched blastulae at semi-regular intervals over the course of this time period. Our results show that embryos from colonies at greater depth in the ocean are more susceptible to developmental delays caused by UV radiation than those from shallower depths. We believe this variation in response reflects the impact that local conditions have on parental colonies of Membranipora. These results suggest that there may be an acclimation response in parent colonies that can be conferred to their offspring.",,fhl_2019_Leventhal_46665.tei.xml
1228,University of Washington,Friday Harbor Laboratories,46666,"Benko, Raven; Leventhal, Sarah",Locomotory behavior of competent cyphonautes larvae in response to positive and negative cues in flow,2019.0,"Previous research has shown evidence of chemosensory behavioral responses in invertebrate larvae across species and using varying stimuli. Diverse exploratory behaviors in larval Membranipora spp. Cyphonautes on suitable settlement substrates (macroalgae) have been defined (Matson et al. 2010), but little is known about the behavioral mechanisms used to find settling habitats in the first place. We investigated the behavioral swimming response to hypothesized positive and negative chemical cues in late-stage cyphonautes larvae (Membranipora spp.) to determine whether cyphonautes have noticeably different behavioral responses to chemical cue plumes. We compared the response of larvae to a control (filtered seawater) cue, a positive cue (the red alga, Mazzaella splendens), and a negative cue (predator, Corambe spp.). Larvae were collected from plankton tows and exposed to plumes of cue water for five minutes under a unidirectional, laminar flow regime. Locomotory behaviors (swimming direction relative to flow, circling behavior, crawling behavior, tank wall interactions) were recorded. The results suggest that cyphonautes larvae swim more frequently toward the source of the cue when it is a positive cue, but do not respond negatively to predator cues (from a predator of their adult form). These results are consistent with the hypothesis that competent cyphonautes larvae actively use chemosensation to locate algal blades for settlement. Additionally, the results suggest that circular swimming and swimming perpendicular to flow, in addition to swimming towards a stimulus source, might aid cyphonautes larvae in finding substrate for settlement",,fhl_2019_Benko_46666.tei.xml
1229,University of Washington,Friday Harbor Laboratories,46667,"Rugila, Allison; González-Suárez, Daniel",Effects of dissolved oxygen stress on larval Haminoea vesicula survivorship and growth,2019.0,"Dissolved oxygen in coastal marine systems is projected to become more variable and is on the average declining in coastal systems. As surface temperatures and eutrophication continue to increase with climate change and anthropogenic inputs into marine systems, benthic marine invertebrates are expected to experience delayed development and reduced survival to metamorphosis. This study assesses the effect of dissolved oxygen (DO) stress on recently hatched Haminoea vesicula for the first 4 days of development as a planktotrophic veliger. Larvae survivorship and growth were compared between a reduced (~4.8 mg/L) and saturated DO (~8 mg/L) treatment. Dissolved oxygen stress did not significantly affect survivorship or any of the shell metrics measured. There was considerable variation in initial shell size (maximum shell dimension) which alone could not explain variance in growth rates within and among replicates and treatments. Given the small sample size, it is possible that limited statistical power precluded detection of an effect of DO on larval growth and survivorship. However, further research is needed to determine whether Haminoea vesicula, which experience DO stress during encapsulated embryonic development, are robust to DO stress. Additionally, studies should investigate if early exposure to DO stress post-hatching could have lasting effects via affecting time to competency, success at settlement, and juvenile performance",,fhl_2019_Rugila_46667.tei.xml
1230,University of Washington,Friday Harbor Laboratories,46668,"Rugila, Allison",Mothers might matter: effects of dissolved oxygen and food stress on larval Mytilus trossulus growth and lipid accumulation,2019.0,"With continued climate change, coastal regimes in dissolved oxygen are expected to become more variable and severe. Larval marine invertebrates, particularly calcifiers like bivalves, have been identified as being sensitive to changing conditions. This study focuses on the effect of low dissolved oxygen (DO) and food stress on larval growth, lipid content, and survivorship following 6-day exposure to treatment conditions from 2 to 8 days post-fertilization. Using selected crosses between four maternal and 1 paternal lines, this study determined the effect of maternal background on larval response variables. Overall, reduced food and oxygen negatively affected growth but had no effect on lipid contents. Cohorts from different maternal lines responded differently within a DO x Food treatment combination, and highest performance did not always occur in the high DO x high food treatment. Counter intuitive differences in growth rates suggest plasticity in maternal investment or possible genetic by environment interactions. High variance in lipid content estimates existed within and among treatment combinations, and may require per larva measurements to account for inter-individual variation extrinsic to treatment level effects. Survivorship was &gt;80% overall and did not significantly differ for any maternal lines or treatment combinations. In this experiment, parental background explained 46% of the variance in larval growth, but only 2% of variance in lipid content. This suggests that larval M. trossulus are highly plastic in their energy budgeting during periods of stress, but alternative metrics to assess differences in lipids are needed.",,fhl_2019_Rugila_46668.tei.xml
1231,University of Washington,Friday Harbor Laboratories,46669,"Waite, Heidi",Preparing the next generation for climate change: parental effects on larval thermal tolerance in the Pacific blue mussel (Mytilus trossulus),2019.0,"As ocean and atmospheric temperatures increase globally, marine organisms will need to cope with or adapt to changing temperatures in order to persist. This is especially important in sessile species which cannot move to avoid stress. Parental effects, where offspring responses to environmental change are influenced by environments experienced by parents, may include mechanisms of coping with thermal stress. This study evaluated the degree to which thermal tolerance of larvae of the mussel, Mytilus trossulus, is influenced by parental environments. Adult mussels were collected from two sites of varying thermal stress on San Juan Island: Friday Harbor Laboratories dock (low stress) and False Bay (high stress). Air, water, and body temperatures were recorded in the field, and thermal tolerance (LT50) trials were conducted on adults and on their veliger larvae raised in the laboratory. Thermal tolerance was higher in adults from the high stress environment than those from the low stress site. For mussels from the FHL site, larval thermal tolerance was ~2°C higher than that of the adults. The opposite was found for mussels and their larvae from FB. Larval tolerances were higher for mussels from the low stress environment. This study concluded that thermal acclimation may have occurred in the two study populations. In addition, larvae of parents from the high-stress environment may be more susceptible to thermal stress than those from low-stress parents. Finally, larval tolerances were similar to or higher than adult thermal tolerances which suggests larvae may not be as vulnerable as suspected.",,fhl_2019_Waite_46669.tei.xml
1232,University of Washington,Friday Harbor Laboratories,46670,"Becker, Victoria; Søgaard, Mathias; Sørensen, Mathias",HOW SHARKS ARE VULNERABLE PREY: KINEMATICS OF ESCAPE RESPONSES IN PACIFIC SPINY DOGFISH (SQUALUS SUCKLEYI) DURING MECHANICAL AND ELECTRICAL STIMULI.,2019.0,"The kinematics and characteristics of escape responses have been heavily studied in teleost species. With some elasmobranchs being seen as mesopredators, escape responses do occur within this category of animals, thereby making the kinematics of the particular escape responses important parameters to understand in terms of predator-prey interactions; an area that is missing empirical data. This study have been divided in to two parts, with Part A concentrating on the latency of escape responses of the Pacific spiny dogfish, Squalus suckleyi, during mechanical stimuli, and Part B containing the an analysis of how the pacific spiny dogfish react when exposed to electrical and electrochemical stimuli in the form of a by-catch reduction device (BRD) and mischmetal, respectively. Latency was found to be slower than that found for teleost species, during mechanical stimuli. As several studies has found Mauthner cells in all teleost species and connected their function to their fast latency when reacting to a potential predator threat, our results suggest that the lack of Mauthner cells in elasmobranchs is resulting in a higher latency time. The kinematics of escape responses during electrical and electrochemical stimuli showed that these types of stimuli provoked slow escape responses compared to more sudden stimuli like mechanical stimuli and attack from a predator. Additionally, the turning angles of these escape responses was found to be quite large and the response to both the BRD and the mischmetal might be categorized more as an avoidance than escape. This supports the incentive that these devices can be used in the fishery industry to reduce their bycatch of elasmobranches and increase their capture efficiency.",,fhl_2019_Becker_46670.tei.xml
1233,University of Washington,Friday Harbor Laboratories,46671,"Frank, LeeAnn; Prescott, Leteisha; Scott, Molly","Reduced oxygen consumption after critical oxygen level does not immediately impair optimal swimming performance in the Pile Perch, Rhacochilus vacca",2019.0,"Hypoxia is a stressor that occurs naturally in the environment. Hypoxic episodes are increasing globally due to anthropogenic nutrient loading and further exacerbated by global warming. This study examines the effect of progressive hypoxia, i.e. the continuous depletion of oxygen levels, on swimming performance at optimal speed of the pile perch, Rhacochilus vacca. R. vacca is a median-paired fin swimmer that exhibits obvious gate transition from pectoral fin swimming to anaerobic burst swimming using the caudal fin.. Oxygen consumption was measured during recovery from hypoxic conditions to determine whether an oxygen debt was associated with exposure to reduced O2 levels. The optimal swimming speed was estimated to be 1.7 bls-1, using strictly pectoral fin swimming, and gate transition occurred at 2.5 ± 0.13bls-1. When exposed to progressive hypoxia at optimal speed, critical oxygen tension (Pcrit) was determined to be 10.29 ± 4.07 kPa. When approaching Pcrit, burst swimming began at 7.07 ± 0.24 kPa O2. Pectoral fin beat frequency, significantly increased at 6.3-8.4 kPa oxygen saturation. Surprisingly, swimming speed was maintained beyond Pcrit, and the average oxygen levels at which fish quit swimming was 6.24 ± 0.30 kPa. There was a significant oxygen debt measured during recovery from hypoxia, which lead to a 200% increase in metabolic rate and took approximately two hours) to return to original levels. These unexpected results suggest that R. vacca are able to maintain optimal swimming speed in hypoxic conditions by resorting to anaerobic pathways, which leads to a significant oxygen debt.",,fhl_2019_Frank_46671.tei.xml
1234,University of Washington,Friday Harbor Laboratories,46672,"Kimura, Hibiki; falzgraff, Tilo; Levet, Marie",Multiple visual stimuli in Pacific staghorn sculpin Leptocottus armatus: Can fish modulate their escape response while escaping?,2019.0,"The effect of multiple visual stimuli replicating predator strikes from two opposite sides were investigated in the Pacific staghorn sculpin (Leptocottus armatus) at different time points during the escape response. To trigger the escape responses, we used a visual stimulation (e.g., a looming image of an approaching black circle) simulating a predator strike. For the control treatment, only a single visual stimulus was used while for the treatments we played a second stimulus, simultaneously or with a delay of 33 or 83 milliseconds. Our results revealed that a second stimulus with a delay of 33 ms affects the escape trajectory with a change of turning angle during the stage one of the escape response. Such findings tend to suggest that the sensory feedback mechanism modulates the escape response.",,fhl_2019_Kimura_46672.tei.xml
1235,University of Washington,Friday Harbor Laboratories,46673,"Mari, Lisandrina; Francois, Bill; Yu, Chi-Ju",Does size matter? Trade-offs in swimming speed and schooling behavior among shiner perch (Cymatogaster aggregata) conspecifics of dissimilar size,2019.0,"In animals, group motion can be highly organized in oriented and polarized structures. In fish, such movement is referred to as schooling behavior, and while a large body of literature has focused on characterizing this behavior in relation to group size, the implications of having individuals of differences in body sizes on group cohesion and coordination are unexplored. This study focused on this knowledge gap and investigated characteristics pertaining to swimming behavior in surfperch Cymatogaster aggregata among pairs of similar and dissimilar size (i.e. groups of two big individuals, two small individuals, or one big and one small individual). We analyzed the swimming speed of both individuals, nearest neighbor distance (NND), and characterized the proportion of time spent swimming actively as a group for 9 pairs of fish. Results showed that individuals in big-big groups interact with one another almost half of the time (proportion of time spent swimming together was 48%), a high proportion relative to small-small or big-small groups (12% and 7%, respectively). Swimming speed distributions indicated that the big-big groups were the most active. The average swimming speeds were 135.5 mm/s for big-big groups (equivalent to 1.37 BL/s), 82 mm/s for small-small groups (equivalent to 1.6BL/s), and 116.3 mm/s for groups of dissimilar size (equivalent to 1,05 BL/s for the big fish and 2.32 BL/s for the small fish). Although the observed patterns will require confirmation by completing the analysis with other pairs, and by quantifying other variables linked to locomotion and trajectory, these preliminary results show that while individuals of different size classes tend to adopt group swimming for shorter time periods than when paired with individuals of a same size class, they are also able to adjust their respective swimming speeds during such periods of interaction to maintain group swimming. The existence of such tradeoffs could explain the capacity of smaller individuals to remain in shoals and schools of mixed size classes.",,fhl_2019_Mari_46673.tei.xml
1236,University of Washington,Friday Harbor Laboratories,46674,"Riber, Søs; Xu, Huili; Gee, Eleanor",Happy together: Schooling confers hydrodynamic and behavioural advantages in a labriform swimmer ( Cymatogaster aggregata ).,2019.0,"Fish can enjoy a number of behavioural and hydrodynamic advantages during schooling. Shiner perches, labriform swimmers using primarily pectoral fins and assisting with the caudal fin, were used to study the differences of fin beat frequencies and oxygen consumption between a schooling pair of fish, a solitary fish, and a false pair where a single fish swam alongside a video of a conspecific. By having a fish swimming alongside a video of a swimming fish, compared with the pair of swimming fish, the hydrodynamic effect could be separated from the behavioral/visual effect. It was found that pectoral fin beat frequencies were significantly higher for schools of two-real-fish swimming at 5.5 Bl/s relative to other groups. Additionally the relationship between oxygen consumption and swimming speed was significantly different between treatments, with the false pair treatment having lower oxygen consumption from 3.5 Bl/s and onwards. Our results suggest that the advantages of schooling are not only hydrodynamic but also behavioural, and that the relative importance of behavioural effects depends on the level of swimming activity.",,fhl_2019_Riber_46674.tei.xml
1237,Carleton College,Wrigley Marine Science Center,,"Bayles, Ernie",Pugettia richii: Decorating or camouflaging? A study on decorating behavior and its adaptive significance,1976.0,,decorater crabs,
1238,Carleton College,Wrigley Marine Science Center,,"Benn, Paul",Species groupings in California intertidal sponges and ascidians,1976.0,"Intertidal sponges and ascidians provide convenient animals to study species groupings with because of their lack of behavior and movement. Mathematical analysis of co-occurrences in 250 sites on the intertidal rocks found distinct groupings, but the groupings differed depending on what analytical method was used. Indices used for linking species into groups were Pielou's X2,X2 corrected, H, and H', and Fager's t and Ij. Analysis using Ij values gave the clearest groups. The mathematically significant groups are clearly visible in the field. Differences between groups in terms of water pH, water silicate content, and oxygen consumption are examined, and the possible secretion, by Ophlitaspongia pennata, of a chemical inhibitory to sponge and ascidian larvae of types not in its groups is under investigation.",,
1239,Carleton College,Wrigley Marine Science Center,,"Davidson, Liese","Limpet - rock interactions and groove formation in the soft rock at Stillwater Cove, Monterey Peninsula, CA",1976.0,"Three species of limpets living on the soft rock at Stillwater Cove, Monterey Peninsula, California, were examined over a period of 3 weeks for movement, homing ability, and groove formation. Collisella scabra was found to ""home"" and form grooves as a result of abrasion of shell and substrate. Factors affecting formation of grooves included time spent in one spot (related to homing), hardness of rock, and protection. The possibility is suggested that the C. scabra niche is an unprotected area where its superior ability to hold to the rock gives it an advantage as well as allowing it to form grooves.",,
1240,Carleton College,Wrigley Marine Science Center,,"Evans, James E.",Meiofauna - sediment relationships in a sandy subtidal region at the Hopkins Marine Station,1976.0,"The topography of a sandy, subtidal region near the Hopkins Marine Station (Monterey Bay, California) can be characterized as a series of low mounds separated by parallel troughs or channels. An examination of these areas proved that the mounds exhibit finer mean grain sizes, better sorting, more organic material, and greater abundance and diversity of meiofauna in comparison to the troughs. It is believed that the abundance of meiofauna, especially nematodes and harpacticoid copepods, can be related to the sediment sorting at the various stations. Mound sites are better sorted as they are in lower energy hydrodynamic regimes and are colonized by tube-building polychaetes (Diopatra sp.), which act to stabilize the sediment. The trough areas are believed to be rip-current channels, which concentrate bottom currents in narrow channel-ways due to the morphology of the shallow, submarine floor in the study area.",,
1241,Carleton College,Wrigley Marine Science Center,,"Fallon, Theodore, Jr.",Aggressive interactions of the California sea lion Zalophus Californianus,1976.0,"The aggressive behaviors of the California sea lion was examined with references to its components, sequence and ontogeny. Still pictures were taken and recordings were made of aggressive encounters. Analysis of these recordings revealed correlations between behaviors and a difference between sexually mature and immature males. It was concluded that sexually mature males have a more ritualized and more stereotyped behavior than do young males.",,
1242,Carleton College,Wrigley Marine Science Center,,"Harrison, Lee",The effects of sediment size and composition on burrowing in Callianasa californiensis Dana,1976.0,The shrimp Callianasa californiesis Dana is unable to burrow in sediments with one or two grain sizes. The presence of silt and clay particles in a sediment appears to be necessary for successful burrowing by the shrimp.,,
1243,Carleton College,Wrigley Marine Science Center,,"Heidel, Bonnie",Non-macrophagous feeding mechanisms of the Patiria miniata,1976.0,"1. Feeding behavior analysis of Patiria miniata showed significant correlation between a ""mouth closed"" position and a flat body position with arms arched abnormally, indicating hunger in the starfish. 2. The second significant correlation, between the ""mouth closed"" position and completely flat body position, indicates an inactivity period in the suspension feeding situation. 3. The greater degree of stomach eversion with time is a closed system tank corresponds to some degree with the addition of the mucous feeding mechanism to the ciliary suspension feeding that occurs on cardiac stomach walls.",,
1244,Carleton College,Wrigley Marine Science Center,,"Hoffman, Karen S.","A preliminary taxonomic survey of the benthic invertebrate fauna of Monterey Submarine Canyon, California",1976.0,,,
1245,Carleton College,Wrigley Marine Science Center,,"Ingelin, Mark",Diurnal schooling behavior in Oxyjulis californica (Gunther),1976.0,,senorita,
1246,Carleton College,Wrigley Marine Science Center,,"Jones, Kim",Attack sequence of Octopus rubescens,1976.0,"Literature suggests that in the lab the octopus will only exhibit stereotyped feeding behavior. This project analyzes the attack of Octopus rubescens when presented a crab under simulated natural conditions in the lab. Five octopus are kept in separate aquariums. After each octopus emerges at night, a crab was dropped into its aquarium. Using a 16 digit event recorder, the crab's movements and the octopus' actions were recorded. In this way I was able to determine quantitatively that the octopus' attack sequences vary regardless of the crab's actions. It is unknown how well these results can apply in the field.",,
1247,Carleton College,Wrigley Marine Science Center,,"Lozier, Susan J.",A behavioral study of two species of harpacticoid copepod found at Moss Landing,1976.0,,Ameria parasimulans,
1248,Carleton College,Wrigley Marine Science Center,,"Maddy, Michael",An investigation of the Rhodoglossum - Tegula association,1976.0,,Endocladia,
1249,Carleton College,Wrigley Marine Science Center,,"Miller, W. Allen",The effects of giant kelp on the distribution of plankton and nutrients,1976.0,,"Macrocystis pyrifera, zooplankton",
1250,Carleton College,Wrigley Marine Science Center,,"O'Laughlin, Jane","A preliminary study of the associated flora and fauna of two species of red algae, Gigartina corymbifera and Gigartina papillata",1976.0,,,
1251,Carleton College,Wrigley Marine Science Center,,"Price, Gary","Allozyme variability in two mussel species, Mytilus edulis and Mytilus californianus",1976.0,,,
1252,Carleton College,Wrigley Marine Science Center,,"Rupp, Gretchen",Resource partitioning among three species of tidepool fishes,1976.0,"The diets and microhabitat associations of three co-occurring species of tidepool fishes were investigated. The species studied were Clinocottus analis, Oligocottus snyderi and Cebidichthys violaceus. Significant differences were found between the tidepool microhabitat associations of the three species. Field and laboratory observations suggested that other requirements than food may be the significant limiting factors for littoral fishes during early spring.",,
1253,Carleton College,Wrigley Marine Science Center,,"Scott, Sue",The distribution of marine bacteria in bottom sediment,1976.0,,Cryptochiton,
1254,Carleton College,Wrigley Marine Science Center,,"Taylor, Jack",The effects of holothurin on several biological systems,1976.0,,"Stichopus, toxin, Clinocottus analis",
1255,Carleton College,Wrigley Marine Science Center,,"Vail, Stephen G.",Resource partitioning within populations of blue rockfish (Sebastes mystinus),1976.0,Evidence for partitioning of food resources within populations of blue rockfish (Sebastes mystinus) was sought in fish stomach contents. The possibility of environmental influences on partitioning are considered. Statistically significance is demonstrated for the differential consumption of decapods by different age classes of fish. Assumptions and potential errors are abundant.,,
1256,Carleton College,Wrigley Marine Science Center,,"Van Wyk, Peter",Desiccation and distribution studies of the intertidal snails Littorina planaxis and Littorina scutulata,1976.0,"The purpose of the study was to examine the effects of prolonged desiccation on Littorina planaxis and Littorina scutulata and to see if any differences in tolerance to desiccation are reflected in their vertical distribution. The numbers of the two species of snail were counted on a granite boulder with a broad vertical surface oriented parallel to the shoreline. Forty snails were kept in a desiccating chamber and weighed daily to determine differences in the resistances to desiccation. Desiccation studies showed that L. planaxis is more resistant to desiccation than L. scutulata, and large snails are more resistant than small snails. Desiccation data was found to correlate with the vertical distribution of the Littorinas.",,
1257,Carleton College,Wrigley Marine Science Center,,"Buffington, Steve",Studies of learning and behavior in Octopus bimaculatus,1978.0,,,
1258,Carleton College,Wrigley Marine Science Center,,"Doull, Lisa",Ophiuroids of the Kelp Holdfast,1978.0,,,
1259,Carleton College,Wrigley Marine Science Center,,"Eifrig, David E.","A study: the importance of illumination and temperature on algal distribution in the intertidal zone at Blue Cavern Pt. near the Isthmus, Catalina Island, CA",1978.0,,,
1260,Carleton College,Wrigley Marine Science Center,,"Fleisher, Mark",A study of food preference in the wavy topshell of Astraea undosa,1978.0,,,
1261,Carleton College,Wrigley Marine Science Center,,"Foster, Ted F.",Population control of the Purple Sea Urchin Strongylocentrotus purpuratus in an area not inhabited by the Sea Otter Enhydra lutris,1978.0,,,
1262,Carleton College,Wrigley Marine Science Center,,"Johnson, Dave",An investigative look at the microhabitat of the Norrisia norrisii operculum,1978.0,,,
1263,Carleton College,Wrigley Marine Science Center,,"Johnson, Susan",An examination of the distiibution and spawning behavior of Parastichopus parvimensis,1978.0,,,
1264,Carleton College,Wrigley Marine Science Center,,"Jung, Patti",A growth study of Laminaria farlowii,1978.0,,,
1265,Carleton College,Wrigley Marine Science Center,,"Kanegawa, Jay T.",The feeding preferences of Strongylocentrus purpuratus�adults and juveniles,1978.0,,,
1266,Carleton College,Wrigley Marine Science Center,,"Levitt, Gaye; Wood, Terri","The Hauling-Out Behavior of the California Sea Lion, Zalophus californianus",1978.0,,,
1267,Carleton College,Wrigley Marine Science Center,,"Lewis, Lark",Stimulation in Myxicola infundibulum (Family: Sabellidae),1978.0,,,
1268,Carleton College,Wrigley Marine Science Center,,"Olson, Eric","Species and Substrate Preferences of Demersal Zooplankton in a Kelp Bed, Santa Catalina Island.",1978.0,,,
1269,Carleton College,Wrigley Marine Science Center,,"Peterson, Barbara",The Effects of Grain Size in the Macrofauna in the Soft Bottom Areas of Fisherman's Cove.,1978.0,,,
1270,Carleton College,Wrigley Marine Science Center,,"Rea, Marjory",Some Life History Characteristics of the Fanworm Myxicola infundibulum.,1978.0,,,
